OrgNumber; PhoneNumber; Operator 
"5569324667"; "070-749 45 51"; "TeliaSonera AB"
"5569324667"; "070-749 45 51"; "TeliaSonera AB"
"5591566541"; "070-850 39 23"; "HI3G Access AB"
"5591566541"; "076-286 71 71"; "HI3G Access AB"
"5568988223"; "072-399 59 90"; "Telenor Sverige AB"
"5590246855"; "073-200 01 12"; "Telenor Sverige AB"
"5568351018"; "076-307 81 34"; "HI3G Access AB"
"5567007678"; "076-178 57 55"; "HI3G Access AB"
"5567007678"; "070-396 95 89"; "HI3G Access AB"
"5567007678"; "0485-56 50 23"; "Telia Sverige AB"
"5567007678"; "076-196 39 66"; "HI3G Access AB"
"5568101173"; "077-171 31 31"; "Telia Sverige AB"
"5566666342"; "070-742 82 00"; "Tele2 Sverige AB"
"5566666342"; "08-121 446 23"; "Tele2 Sverige AB"
"5566666342"; "070-894 55 00"; "Tele2 Sverige AB"
"5566666342"; "070-669 91 00"; "Tele2 Sverige AB"
"5566666342"; "08-623 06 00"; "Tele2 Sverige AB"
"5590616057"; "073-059 77 13"; "Tele2 Sverige AB"
"5569623654"; "073-030 17 70"; "HI3G Access AB"
"5569623654"; "073-030 17 70"; "HI3G Access AB"
"5569489833"; "070-272 04 22"; "HI3G Access AB"
"5591198501"; "021-14 29 39"; "HI3G Access AB (fix)"
"5568067150"; "070-874 89 80"; "TeliaSonera AB"
"5591576102"; "070-896 40 57"; "Tele2 Sverige AB"
"5590224423"; "073-055 50 37"; "Telia Sverige AB"
"5590224423"; "073-055 50 37"; "Telia Sverige AB"
"5591080287"; "070-735 06 88"; "TeliaSonera AB"
"5591080287"; "070-441 83 29"; "TeliaSonera AB"
"5565193074"; "042-718 18"; "HI3G Access AB (fix)"
"5565193074"; "070-375 90 18"; "HI3G Access AB"
"5565193074"; "042-718 31"; "HI3G Access AB (fix)"
"5565193074"; "042-718 35"; "HI3G Access AB (fix)"
"5565193074"; "040-13 21 18"; "HI3G Access AB (fix)"
"5565193074"; "070-639 90 18"; "HI3G Access AB"
"5565193074"; "042-24 07 18"; "HI3G Access AB (fix)"
"5565193074"; "042-718 60"; "HI3G Access AB (fix)"
"5565193074"; "042-718 64"; "Telia Sverige AB"
"5567522015"; "076-766 90 67"; "TeliaSonera AB"
"5569986770"; "076-942 50 18"; "Tele2 Sverige AB"
"5569986770"; "076-255 45 70"; "Tele2 Sverige AB"
"5569986770"; "0498-21 50 18"; "TeliaSonera AB"
"5565203287"; "033-10 15 15"; "Telia Sverige AB"
"5561091827"; "070-331 60 57"; "Telia Sverige AB"
"5561091827"; "054-10 17 03"; "Telia Sverige AB"
"5561091827"; "070-331 60 57"; "Telia Sverige AB"
"5592245400"; "070-935 53 57"; "Telenor Sverige AB"
"5592245400"; "070-935 53 57"; "Telenor Sverige AB"
"5592245400"; "070-935 53 57"; "Telenor Sverige AB"
"5590839774"; "076-763 94 67"; "Telia Sverige AB"
"5560571936"; "070-330 50 96"; "Telia Sverige AB"
"5566474689"; "042-21 10 40"; "Com Hem AB"
"5566474689"; "042-21 10 90"; "Telia Sverige AB"
"5569090300"; "08-515 106 66"; "HI3G Access AB"
"5591076780"; "070-825 75 07"; "TeliaSonera AB"
"5568971765"; "070-272 87 31"; "Telia Sverige AB"
"5562741156"; "073-507 99 90"; "TeliaSonera AB"
"5562741156"; "08-649 04 11"; "Telia Sverige AB"
"5568561632"; "073-801 35 82"; "TeliaSonera AB"
"5565732723"; "070-567 38 63"; "TeliaSonera AB"
"5562390749"; "070-324 47 81"; "TeliaSonera AB"
"5568993322"; "070-717 25 82"; "Tele2 Sverige AB"
"5590370556"; "072-370 48 36"; "Telenor Sverige AB"
"5567420129"; "076-630 88 43"; "Telenor Sverige AB"
"5569347189"; "070-266 78 07"; "TeliaSonera AB"
"5591629034"; "076-860 06 78"; "HI3G Access AB"
"5564266608"; "070-510 42 28"; "Telia Sverige AB"
"5590807656"; "073-371 88 84"; "TeliaSonera AB"
"5590549258"; "073-588 19 00"; "HI3G Access AB"
"5590600853"; "070-141 63 99"; "HI3G Access AB"
"5569203440"; "070-920 22 65"; "Telenor Sverige AB"
"5569203440"; "0431-100 88"; "Telenor Sverige AB"
"5569203440"; "070-965 79 99"; "Telenor Sverige AB"
"5591810618"; "073-519 04 80"; "HI3G Access AB"
"5590141932"; "072-065 95 28"; "Tele2 Sverige AB"
"5590141932"; "072-066 07 36"; "Tele2 Sverige AB"
"5590141932"; "0123-102 21"; "Telia Sverige AB"
"5590141932"; "0123-290 80"; "Telia Sverige AB"
"5565624441"; "070-734 05 41"; "Tele2 Sverige AB"
"5565624441"; "070-492 53 13"; "HI3G Access AB"
"5565624441"; "076-275 90 22"; "HI3G Access AB"
"5565624441"; "031-52 95 35"; "HI3G Access AB (fix)"
"5565624441"; "070-822 83 90"; "HI3G Access AB"
"5565624441"; "070-822 83 90"; "HI3G Access AB"
"5590752282"; "073-623 58 65"; "HI3G Access AB"
"5590877261"; "070-730 16 06"; "Tele2 Sverige AB"
"5565995338"; "0500-43 56 50"; "TelaVox AB"
"5591855068"; "072-372 78 01"; "Telenor Sverige AB"
"5591855068"; "073-403 75 38"; "Telenor Sverige AB"
"5591855068"; "070-870 39 59"; "Telenor Sverige AB"
"5591855068"; "010-207 47 74"; "Telenor Sverige AB"
"5569100810"; "070-590 03 01"; "HI3G Access AB"
"5569100810"; "070-728 41 27"; "HI3G Access AB"
"5590978408"; "073-183 80 80"; "TeliaSonera AB"
"5590421367"; "070-604 17 97"; "Telia Sverige AB"
"5565219010"; "070-514 10 70"; "Tele2 Sverige AB"
"5565219010"; "070-514 10 70"; "Tele2 Sverige AB"
"5591524896"; "070-234 11 34"; "TeliaSonera AB"
"5568225816"; "070-245 79 99"; "HI3G Access AB"
"5568225816"; "08-500 037 20"; "HI3G Access AB (fix)"
"5568225816"; "08-22 17 90"; "HI3G Access AB (fix)"
"5568326986"; "019-58 17 35"; "Telia Sverige AB"
"5564979382"; "070-883 64 20"; "Telenor Sverige AB"
"5564979382"; "08-755 35 01"; "Telia Sverige AB"
"5566169719"; "070-888 19 58"; "TeliaSonera AB"
"5569976466"; "070-441 13 39"; "TeliaSonera AB"
"5568585623"; "070-205 45 16"; "Telia Sverige AB"
"5568585623"; "070-753 20 10"; "TeliaSonera AB"
"5568585623"; "054-12 02 40"; "TelaVox AB"
"5568585623"; "073-441 03 79"; "TeliaSonera AB"
"5568585623"; "073-441 03 80"; "TeliaSonera AB"
"5562969195"; "08-763 36 60"; "Telia Sverige AB"
"5562969195"; "08-735 36 71"; "TeliaSonera AB"
"5562969195"; "08-735 36 75"; "TeliaSonera AB"
"5562969195"; "08-735 36 74"; "TeliaSonera AB"
"5562969195"; "08-735 36 73"; "TeliaSonera AB"
"5562969195"; "08-735 36 67"; "TeliaSonera AB"
"5562969195"; "08-735 36 66"; "TeliaSonera AB"
"5562969195"; "08-735 36 60"; "TeliaSonera AB"
"5562969195"; "08-611 65 03"; "Telia Sverige AB"
"5562969195"; "08-735 36 78"; "TeliaSonera AB"
"5590438197"; "073-580 44 48"; "Tele2 Sverige AB"
"5591679617"; "076-716 15 35"; "Telenor Sverige AB"
"5567596399"; "08-32 85 83"; "TeliaSonera AB"
"5565630828"; "070-410 29 40"; "TeliaSonera AB"
"5569776882"; "070-020 92 30"; "Tele2 Sverige AB"
"5563459402"; "0472-440 70"; "Telia Sverige AB"
"5563459402"; "070-883 84 59"; "TeliaSonera AB"
"5569559916"; "076-770 07 70"; "Telenor Sverige AB"
"5569559916"; "073-542 85 71"; "HI3G Access AB"
"5591973242"; "076-039 20 05"; "HI3G Access AB"
"5568890569"; "073-642 16 31"; "HI3G Access AB"
"5568532021"; "073-540 51 32"; "HI3G Access AB"
"5569654881"; "070-467 53 96"; "Tele2 Sverige AB"
"5569501157"; "076-184 46 76"; "Tele2 Sverige AB"
"5569501157"; "073-612 15 76"; "HI3G Access AB"
"5567661532"; "073-762 32 18"; "Tele2 Sverige AB"
"5567661532"; "070-545 50 54"; "Tele2 Sverige AB"
"5590961321"; "073-206 15 06"; "Telenor Sverige AB"
"5590498514"; "072-327 25 27"; "Telenor Sverige AB"
"5565002549"; "0660-840 50"; "Telia Sverige AB"
"5568105174"; "073-406 26 79"; "HI3G Access AB"
"5568105174"; "070-651 05 72"; "HI3G Access AB"
"5568105174"; "036-13 21 49"; "HI3G Access AB (fix)"
"5590471149"; "076-303 22 88"; "HI3G Access AB"
"5568874985"; "040-29 53 95"; "Telia Sverige AB"
"5590926571"; "070-413 54 40"; "Telenor Sverige AB"
"5567144703"; "073-986 79 50"; "TeliaSonera AB"
"5591989859"; "070-660 12 17"; "Telia Sverige AB"
"5591300040"; "076-635 94 40"; "Telenor Sverige AB"
"5590251608"; "019-57 05 00"; "Telia Sverige AB"
"5590251608"; "073-637 57 92"; "Telenor Sverige AB"
"5569037608"; "070-620 92 67"; "Telia Sverige AB"
"5569037608"; "070-359 05 24"; "Telia Sverige AB"
"5569037608"; "070-620 98 40"; "Telia Sverige AB"
"5569878951"; "070-566 21 27"; "Tele2 Sverige AB"
"5569045734"; "073-774 47 05"; "Tele2 Sverige AB"
"5569045734"; "0480-698 61"; "Telia Sverige AB"
"5569045734"; "073-774 47 05"; "Tele2 Sverige AB"
"5569045734"; "0480-698 61"; "Telia Sverige AB"
"5569045734"; "0480-698 60"; "Tele2 Sverige AB"
"5569045734"; "073-647 77 00"; "Tele2 Sverige AB"
"5563831071"; "070-882 93 90"; "Tele2 Sverige AB"
"5563831071"; "070-882 93 90"; "Tele2 Sverige AB"
"5566183926"; "070-799 07 48"; "HI3G Access AB"
"5566183926"; "070-671 16 58"; "HI3G Access AB"
"5566183926"; "070-371 15 45"; "HI3G Access AB"
"5566183926"; "070-799 07 48"; "HI3G Access AB"
"5591256564"; "070-674 25 33"; "Telia Sverige AB"
"5591256564"; "070-748 71 53"; "TeliaSonera AB"
"5565445391"; "070-743 50 00"; "TeliaSonera AB"
"5590294988"; "072-721 60 07"; "Tele2 Sverige AB"
"5590294988"; "072-721 60 06"; "Tele2 Sverige AB"
"5590294988"; "073-929 27 61"; "Tele2 Sverige AB"
"5590294988"; "072-537 64 49"; "Telia Sverige AB"
"5566241120"; "072-739 91 61"; "Telia Sverige AB"
"5566241120"; "072-739 91 61"; "Telia Sverige AB"
"5591970321"; "0590-123 52"; "Telia Sverige AB"
"5591812598"; "070-417 36 92"; "HI3G Access AB"
"5566398532"; "070-340 66 63"; "Tele2 Sverige AB"
"5566398532"; "070-432 23 98"; "Tele2 Sverige AB"
"5566398532"; "031-84 51 79"; "Tele2 Sverige AB"
"5590087820"; "070-964 73 23"; "TeliaSonera AB"
"5566495288"; "070-400 08 10"; "Tele2 Sverige AB"
"5566495288"; "070-777 26 63"; "Tele2 Sverige AB"
"5569854853"; "070-911 64 70"; "Tele2 Sverige AB"
"5569854853"; "070-911 64 70"; "Tele2 Sverige AB"
"5591210769"; "011-345 10 00"; "ComHem AB"
"5562216035"; "035-10 96 05"; "Telia Sverige AB"
"5562216035"; "035-17 22 82"; "Cellip AB"
"5562216035"; "035-17 22 83"; "Cellip AB"
"5562216035"; "035-17 22 85"; "Cellip AB"
"5562216035"; "035-17 22 86"; "Cellip AB"
"5562216035"; "035-17 22 80"; "Cellip AB"
"5562216035"; "035-17 22 81"; "Cellip AB"
"5562216035"; "035-17 22 84"; "Cellip AB"
"5562216035"; "035-17 22 87"; "Cellip AB"
"5562216035"; "035-17 22 88"; "Cellip AB"
"5590169891"; "070-974 15 12"; "HI3G Access AB"
"5590169891"; "076-174 15 12"; "HI3G Access AB"
"5590169891"; "070-684 15 12"; "HI3G Access AB"
"5562151729"; "070-557 57 59"; "Telenor Sverige AB"
"5562151729"; "073-236 05 37"; "Telenor Sverige AB"
"5564983699"; "070-856 11 70"; "TeliaSonera AB"
"5564983699"; "070-856 11 70"; "TeliaSonera AB"
"5564983699"; "042-29 66 57"; "Telia Sverige AB"
"5591289359"; "070-848 12 36"; "Telenor Sverige AB"
"5565252052"; "070-623 92 80"; "Telia Sverige AB"
"5564951498"; "070-580 30 24"; "Telenor Sverige AB"
"5566295548"; "070-766 77 59"; "Tele2 Sverige AB"
"5566295548"; "070-766 77 55"; "Tele2 Sverige AB"
"5566295548"; "070-766 77 55"; "Tele2 Sverige AB"
"5566086020"; "070-571 72 86"; "Telia Sverige AB"
"5566086020"; "070-574 72 86"; "Telia Sverige AB"
"5566086020"; "0123-207 27"; "Telia Sverige AB"
"5562865419"; "073-151 04 79"; "Telenor Sverige AB"
"5591076335"; "072-510 10 62"; "Telia Sverige AB"
"5591076335"; "072-510 10 64"; "Telia Sverige AB"
"5591902464"; "076-317 10 96"; "Tele2 Sverige AB"
"5591902464"; "073-043 76 56"; "Telenor Sverige AB"
"5590406434"; "070-582 80 41"; "Telia Sverige AB"
"5592083488"; "070-819 86 06"; "Tele2 Sverige AB"
"5590633458"; "073-501 00 31"; "Tell it to Mi AB"
"5590633458"; "070-843 03 47"; "Tell it to Mi AB"
"5590633458"; "070-630 30 48"; "Tell it to Mi AB"
"5590633458"; "070-843 02 31"; "Tell it to Mi AB"
"5590633458"; "070-843 02 21"; "Tell it to Mi AB"
"5590633458"; "08-680 60 00"; "Advoco Software AB"
"5590633458"; "010-498 62 12"; "Advoco Software AB"
"5590633458"; "010-498 62 13"; "Advoco Software AB"
"5590633458"; "010-498 62 14"; "Advoco Software AB"
"5590633458"; "010-498 62 11"; "Advoco Software AB"
"5568032352"; "0322-108 83"; "Telia Sverige AB"
"5563712008"; "070-633 38 51"; "Telia Sverige AB"
"5563098754"; "070-513 09 70"; "Telia Sverige AB"
"5563098754"; "073-084 09 56"; "Telia Sverige AB"
"5563098754"; "011-13 09 70"; "Telia Sverige AB"
"5563098754"; "073-071 39 07"; "Telia Sverige AB"
"5563098754"; "011-13 20 60"; "Telia Sverige AB"
"5590532262"; "070-590 80 03"; "Telia Sverige AB"
"5591981716"; "072-326 78 88"; "Tele2 Sverige AB"
"5567312300"; "073-342 46 53"; "HI3G Access AB"
"5564083730"; "070-591 28 12"; "TeliaSonera AB"
"5564083730"; "070-537 93 11"; "TeliaSonera AB"
"5591895783"; "070-336 75 67"; "Tele2 Sverige AB"
"5591895783"; "070-336 75 93"; "Tele2 Sverige AB"
"5591895783"; "076-796 07 53"; "Tele2 Sverige AB"
"5568225352"; "072-717 74 22"; "Telia Sverige AB"
"5568225352"; "073-806 00 76"; "Telia Sverige AB"
"5568225352"; "070-540 09 49"; "Telia Sverige AB"
"5565687562"; "070-893 29 50"; "Telenor Sverige AB"
"5565687562"; "076-896 86 03"; "Telenor Sverige AB"
"5568296825"; "070-916 50 52"; "Telenor Sverige AB"
"5568296825"; "08-16 50 51"; "Telenor Sverige AB"
"5568296825"; "08-16 50 51"; "Telenor Sverige AB"
"5565539433"; "070-552 72 65"; "Telia Sverige AB"
"5592021033"; "070-305 78 40"; "Telia Sverige AB"
"5590790571"; "070-535 96 44"; "HI3G Access AB"
"5566340641"; "070-146 65 73"; "Telenor Sverige AB"
"5591305973"; "073-664 17 04"; "Tele2 Sverige AB"
"5562408087"; "070-663 81 85"; "Telia Sverige AB"
"5562408087"; "070-201 00 18"; "Telia Sverige AB"
"5562408087"; "070-655 62 40"; "Telia Sverige AB"
"5564973997"; "070-895 01 26"; "Telenor Sverige AB"
"5564973997"; "046-211 01 50"; "Com Hem AB"
"5591897516"; "070-346 68 65"; "Tele2 Sverige AB"
"5590310594"; "070-560 92 57"; "Telia Sverige AB"
"5568669146"; "073-336 65 20"; "HI3G Access AB"
"5568669146"; "076-134 84 94"; "HI3G Access AB"
"5569138489"; "073-530 47 96"; "TeliaSonera AB"
"5566890967"; "070-833 93 05"; "HI3G Access AB"
"5566890967"; "070-833 93 05"; "HI3G Access AB"
"5590447479"; "070-875 09 19"; "TeliaSonera AB"
"5560632464"; "08-13 12 24"; "Telia Sverige AB"
"5560632464"; "070-540 80 80"; "Telia Sverige AB"
"5560632464"; "070-321 96 70"; "Telia Sverige AB"
"5560632464"; "070-540 80 80"; "Telia Sverige AB"
"5567183420"; "070-728 28 00"; "Tele2 Sverige AB"
"5567183420"; "070-728 28 00"; "Tele2 Sverige AB"
"5569064214"; "0155-29 08 85"; "Telenor Sverige AB"
"5568103815"; "070-924 17 01"; "TeliaSonera AB"
"5561011783"; "070-591 36 44"; "Spinbox AB"
"5561011783"; "073-510 80 14"; "HI3G Access AB"
"5566162078"; "070-698 82 59"; "TeliaSonera AB"
"5566162078"; "0451-211 31"; "Telia Sverige AB"
"5565780136"; "08-551 188 70"; "InfraCom Communications AB"
"5565780136"; "08-551 113 30"; "InfraCom Communications AB"
"5565780136"; "08-551 121 40"; "InfraCom Communications AB"
"5565780136"; "08-30 40 04"; "Cellip AB"
"5565780136"; "08-551 104 30"; "InfraCom Communications AB"
"5569457517"; "073-350 90 59"; "TeliaSonera AB"
"5569457517"; "070-228 86 75"; "Telia Sverige AB"
"5562407659"; "070-863 64 19"; "Telenor Sverige AB"
"5562407659"; "070-863 46 68"; "Telenor Sverige AB"
"5562407659"; "070-863 46 68"; "Telenor Sverige AB"
"5562141084"; "0430-520 84"; "Telia Sverige AB"
"5591909014"; "08-511 871 00"; "Telia Sverige AB"
"5591909014"; "070-223 69 33"; "Telia Sverige AB"
"5566695473"; "070-495 24 04"; "Tele2 Sverige AB"
"5566695473"; "073-595 48 10"; "Tele2 Sverige AB"
"5568363237"; "035-260 82 83"; "Tele2 Sverige AB"
"5568043516"; "073-560 77 94"; "Tele2 Sverige AB"
"5568043516"; "073-745 40 34"; "Tele2 Sverige AB"
"5590141213"; "070-794 10 22"; "Tele2 Sverige AB"
"5590141213"; "023-254 50"; "Tele2 Sverige AB"
"5569279762"; "073-067 05 76"; "Telia Sverige AB"
"5569279762"; "090-205 75 25"; "AllTele Allmänna Svenska Telefonaktiebolaget"
"5567727044"; "076-283 70 23"; "TeliaSonera AB"
"5569314551"; "070-749 68 02"; "HI3G Access AB"
"5569314551"; "070-630 40 43"; "TeliaSonera AB"
"5569314551"; "073-061 34 12"; "Telia Sverige AB"
"5562500495"; "070-324 14 93"; "Qall Telecom AB"
"5590909437"; "070-321 66 78"; "Telia Sverige AB"
"5564932324"; "08-19 86 30"; "Telia Sverige AB"
"5569781460"; "070-848 05 07"; "TeliaSonera AB"
"5569781460"; "073-370 71 26"; "TeliaSonera AB"
"5569781460"; "031-773 03 77"; "Telia Sverige AB"
"5569781460"; "070-848 05 07"; "TeliaSonera AB"
"5568270119"; "070-625 04 25"; "Telia Sverige AB"
"5563249795"; "0455-823 50"; "Telenor Sverige AB"
"5563249795"; "0455-30 95 88"; "Telia Sverige AB"
"5563249795"; "070-850 28 35"; "Telenor Sverige AB"
"5568784523"; "070-880 30 46"; "TeliaSonera AB"
"5564786738"; "070-950 11 71"; "Telenor Sverige AB"
"5564786738"; "020-29 28 88"; "Telia Sverige AB"
"5591931935"; "070-835 88 87"; "HI3G Access AB"
"5591931935"; "070-932 88 87"; "HI3G Access AB"
"5591931935"; "070-420 32 53"; "HI3G Access AB"
"5591931935"; "076-310 17 05"; "HI3G Access AB"
"5591931935"; "073-529 87 26"; "HI3G Access AB"
"5569186926"; "073-510 74 24"; "HI3G Access AB"
"5564464492"; "054-18 10 35"; "Telia Sverige AB"
"5564464492"; "054-15 06 95"; "Telia Sverige AB"
"5564464492"; "070-518 34 98"; "Telia Sverige AB"
"5564464492"; "0555-722 21"; "Telia Sverige AB"
"5563121887"; "036-34 38 94"; "Telia Sverige AB"
"5569958530"; "070-636 02 46"; "Tele2 Sverige AB"
"5564063500"; "070-532 94 11"; "Telenor Sverige AB"
"5564063500"; "073-310 88 87"; "Telenor Sverige AB"
"5564063500"; "08-83 84 87"; "Telia Sverige AB"
"5564063500"; "08-83 89 85"; "Telia Sverige AB"
"5565542155"; "08-660 52 95"; "Telia Sverige AB"
"5568550791"; "072-222 34 62"; "Telia Sverige AB"
"5568550791"; "070-895 35 55"; "TeliaSonera AB"
"5568550791"; "073-383 96 20"; "TeliaSonera AB"
"5568550791"; "070-577 83 02"; "Telia Sverige AB"
"5590448808"; "073-315 76 60"; "Telenor Sverige AB"
"5567645626"; "076-058 97 37"; "Tele2 Sverige AB"
"5567645626"; "070-772 82 88"; "Tele2 Sverige AB"
"5567645626"; "072-853 14 07"; "Tele2 Sverige AB"
"5562169846"; "08-777 70 71"; "Tele2 Sverige AB"
"5562169846"; "08-777 70 91"; "Tele2 Sverige AB"
"5591182620"; "070-255 89 50"; "Telenor Sverige AB"
"5562892942"; "070-215 14 60"; "Telia Sverige AB"
"5567938682"; "073-778 71 39"; "Tele2 Sverige AB"
"5567938682"; "073-727 18 27"; "Tele2 Sverige AB"
"5569812661"; "070-513 55 91"; "Telia Sverige AB"
"5564463254"; "070-523 52 61"; "HI3G Access AB"
"5564463254"; "070-523 52 61"; "HI3G Access AB"
"5569526584"; "070-880 46 96"; "TeliaSonera AB"
"5569665267"; "070-348 68 20"; "TeliaSonera AB"
"5569665267"; "070-348 68 20"; "TeliaSonera AB"
"5591945901"; "070-582 98 57"; "Telia Sverige AB"
"5562362375"; "070-212 69 18"; "Telia Sverige AB"
"5562362375"; "070-605 81 99"; "Telia Sverige AB"
"5562362375"; "040-96 67 10"; "Telia Sverige AB"
"5562362375"; "070-605 81 99"; "Telia Sverige AB"
"5565211900"; "08-716 65 60"; "Telia Sverige AB"
"5591826739"; "072-565 48 48"; "Telia Sverige AB"
"5590520234"; "070-551 78 89"; "Tele2 Sverige AB"
"5563857936"; "070-381 03 90"; "Telia Sverige AB"
"5563857936"; "070-381 03 90"; "Telia Sverige AB"
"5569228660"; "073-530 41 02"; "Tele2 Sverige AB"
"5569228660"; "073-530 41 02"; "Tele2 Sverige AB"
"5563263663"; "013-15 70 50"; "Telia Sverige AB"
"5567555080"; "073-420 62 46"; "HI3G Access AB"
"5567555080"; "0152-105 45"; "Telia Sverige AB"
"5590921077"; "070-286 95 55"; "Tele2 Sverige AB"
"5590333323"; "073-622 90 88"; "Tele2 Sverige AB"
"5568407299"; "070-245 53 56"; "Telia Sverige AB"
"5591565253"; "070-866 44 79"; "HI3G Access AB"
"5569013609"; "0511-78 02 80"; "Telenor Sverige AB"
"5568370810"; "070-377 60 75"; "TeliaSonera AB"
"5563789329"; "070-268 20 90"; "TeliaSonera AB"
"5563789329"; "070-347 08 31"; "TeliaSonera AB"
"5563789329"; "0565-820 85"; "Telia Sverige AB"
"5562389519"; "070-679 79 05"; "Telia Sverige AB"
"5562389519"; "08-647 58 00"; "Telia Sverige AB"
"5590429451"; "070-645 13 64"; "Telia Sverige AB"
"5591322325"; "073-044 64 74"; "Telia Sverige AB"
"5591322325"; "073-033 58 17"; "Telia Sverige AB"
"5591322325"; "073-046 90 56"; "Telia Sverige AB"
"5591571152"; "073-391 66 86"; "Tele2 Sverige AB"
"5591571152"; "070-361 66 86"; "Tele2 Sverige AB"
"5591571152"; "070-361 66 86"; "Tele2 Sverige AB"
"5562960889"; "070-558 64 71"; "Telenor Sverige AB"
"5590857305"; "072-233 17 11"; "Telenor Sverige AB"
"5563884666"; "031-96 85 42"; "Telia Sverige AB"
"5591631154"; "072-211 70 48"; "Telia Sverige AB"
"5591631154"; "054-15 99 85"; "Telia Sverige AB"
"5568808645"; "070-660 38 39"; "HI3G Access AB"
"5568796329"; "076-927 75 53"; "Tele2 Sverige AB"
"5561774927"; "0220-170 60"; "Telia Sverige AB"
"5561774927"; "0220-170 75"; "Telia Sverige AB"
"5561774927"; "070-744 45 93"; "Tele2 Sverige AB"
"5561774927"; "070-794 45 90"; "Tele2 Sverige AB"
"5561774927"; "08-756 89 90"; "Telia Sverige AB"
"5561774927"; "08-630 22 90"; "Tele2 Sverige AB"
"5561774927"; "073-541 78 72"; "HI3G Access AB"
"5561774927"; "073-541 53 30"; "HI3G Access AB"
"5568327760"; "0642-301 31"; "Telia Sverige AB"
"5568327760"; "070-225 98 58"; "Telia Sverige AB"
"5568327760"; "070-229 31 24"; "Telia Sverige AB"
"5568327760"; "070-629 12 51"; "Telia Sverige AB"
"5568327760"; "070-229 31 24"; "Telia Sverige AB"
"5564786787"; "070-365 80 36"; "Telness AB"
"5591625545"; "073-787 32 25"; "Tele2 Sverige AB"
"5568824659"; "070-525 83 69"; "TeliaSonera AB"
"5563691012"; "033-13 78 76"; "Telia Sverige AB"
"5563691012"; "033-14 00 95"; "Telia Sverige AB"
"5569092470"; "076-839 62 31"; "HI3G Access AB"
"5569092470"; "073-527 33 74"; "HI3G Access AB"
"5569092470"; "036-468 88"; "HI3G Access AB (fix)"
"5590185434"; "076-538 33 42"; "Telenor Sverige AB"
"5567269724"; "070-841 15 84"; "Telenor Sverige AB"
"5567269724"; "070-841 15 84"; "Telenor Sverige AB"
"5568089527"; "070-438 09 41"; "Tele2 Sverige AB"
"5568089527"; "073-600 43 59"; "Tele2 Sverige AB"
"5566846399"; "076-629 29 42"; "Telenor Sverige AB"
"5566846399"; "070-640 33 70"; "Telia Sverige AB"
"5566846399"; "076-629 29 42"; "Telenor Sverige AB"
"5567587836"; "073-073 05 04"; "HI3G Access AB"
"5567587836"; "073-997 89 57"; "Tele2 Sverige AB"
"5566743737"; "070-595 00 42"; "Telia Sverige AB"
"5566743737"; "070-595 00 42"; "Telia Sverige AB"
"5567552707"; "070-565 66 46"; "Telenor Sverige AB"
"5567552707"; "070-843 57 08"; "Telenor Sverige AB"
"5560480336"; "073-089 61 62"; "Telenor Sverige AB"
"5568447824"; "0520-320 41"; "Telenor Sverige AB"
"5568447824"; "0520-801 58"; "Com Hem AB"
"5568447824"; "0520-320 43"; "Telia Sverige AB"
"5568071855"; "070-249 66 12"; "Telia Sverige AB"
"5565680641"; "08-544 714 05"; "Telia Sverige AB"
"5591504815"; "073-524 71 23"; "HI3G Access AB"
"5568615057"; "073-320 68 80"; "Telenor Sverige AB"
"5569098303"; "090-18 09 01"; "Com Hem AB"
"5569098303"; "070-655 44 44"; "Telia Sverige AB"
"5590424411"; "073-920 46 73"; "Tele2 Sverige AB"
"5591283949"; "072-331 14 82"; "HI3G Access AB"
"5591283949"; "072-311 45 54"; "HI3G Access AB"
"5567956411"; "070-672 74 11"; "Telia Sverige AB"
"5567956411"; "070-672 74 15"; "Telia Sverige AB"
"5567956411"; "070-747 56 51"; "TeliaSonera AB"
"5567956411"; "070-587 74 46"; "Telia Sverige AB"
"5591011910"; "070-828 68 48"; "TeliaSonera AB"
"5568368897"; "0413-221 89"; "Telia Sverige AB"
"5566911508"; "08-555 296 22"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 29"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 32"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 39"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 40"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 44"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 46"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 54"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 72"; "Tele2 Sverige AB"
"5566911508"; "08-555 296 73"; "Tele2 Sverige AB"
"5591009989"; "070-289 03 48"; "Telia Sverige AB"
"5562050103"; "073-691 75 15"; "Tele2 Sverige AB"
"5562050103"; "070-745 46 63"; "Tele2 Sverige AB"
"5564585429"; "073-380 03 90"; "Telenor Sverige AB"
"5564585429"; "070-864 42 01"; "Telenor Sverige AB"
"5591232904"; "076-800 88 76"; "Tele2 Sverige AB"
"5591232904"; "090-765 76 45"; "Tele2 Sverige AB"
"5591232904"; "070-261 83 60"; "Tele2 Sverige AB"
"5590390851"; "070-820 89 99"; "Telenor Sverige AB"
"5591796692"; "073-084 20 65"; "Telia Sverige AB"
"5591903033"; "070-772 57 69"; "TeliaSonera AB"
